Type,Token,Log(Probability)
Positive,easiest,-16.2116846355
Positive,behalf,-16.2116846355
Positive,honey,-16.0190395575
Positive,deserved,-14.6267221348
Positive,originally,-14.1610585624
Positive,pretend,-15.8491145561
Positive,abortion,-15.8491145561
Positive,privy,-16.4340770568
Positive,believer,-17.0190395575
Positive,believes,-13.6614875529
Positive,vega,-15.3185998394
Positive,values,-14.4340770568
Positive,phoebe,-17.0190395575
Positive,stature,-16.6971114626
Positive,believed,-14.5596079389
Positive,detached,-16.0190395575
Positive,gunfire,-17.4340770568
Positive,admired,-15.6971114626
Positive,mirrors,-17.4340770568
Positive,frogs,-15.6971114626
Positive,rubell,-17.0190395575
Positive,locks,-18.0190395575
Positive,evita,-16.2116846355
Positive,hides,-15.6971114626
Positive,allowed,-14.4340770568
Positive,offense,-17.4340770568
Positive,stole,-15.8491145561
Positive,evidently,-16.6971114626
Positive,listens,-16.4340770568
Positive,winter,-15.0190395575
Positive,unintentional,-17.4340770568
Positive,divided,-16.0190395575
Positive,poking,-17.4340770568
Positive,immune,-16.6971114626
Positive,maude,-16.4340770568
Positive,slickers,-17.0190395575
Positive,elephant,-15.5596079389
Positive,grossed,-17.0190395575
Positive,unforgettable,-14.9315767163
Positive,laughoutloud,-16.2116846355
Positive,snaps,-16.0190395575
Positive,nell,-17.4340770568
Positive,1993s,-17.4340770568
Positive,explorer,-16.6971114626
Positive,aging,-14.9315767163
Positive,blasting,-17.0190395575
Positive,spot,-14.1610585624
Positive,convincingly,-15.0190395575
Positive,turturro,-15.4340770568
Positive,date,-13.237679844
Positive,such,-10.0190395575
Positive,suck,-16.0190395575
Positive,schumachers,-18.0190395575
Positive,data,-15.5596079389
Positive,shockingly,-16.4340770568
Positive,brainless,-16.2116846355
Positive,harmon,-17.4340770568
Positive,stress,-15.5596079389
Positive,natural,-13.0190395575
Positive,conscious,-17.4340770568
Positive,wheelchair,-16.4340770568
Positive,st,-15.2116846355
Positive,inhabiting,-16.6971114626
Positive,so,-8.63533526506
Positive,wolves,-16.0190395575
Positive,pulled,-14.1121489619
Positive,sf,-15.5596079389
Positive,se,-16.4340770568
Positive,drunken,-13.5927748028
Positive,innocuous,-16.6971114626
Positive,tomlin,-17.0190395575
Positive,noteworthy,-16.0190395575
Positive,flare,-17.0190395575
Positive,flips,-16.4340770568
Positive,years,-10.2541679668
Positive,professors,-16.4340770568
Positive,hiring,-17.0190395575
Positive,episodes,-14.6267221348
Positive,experiments,-16.4340770568
Positive,squeeze,-16.4340770568
Positive,handinhand,-16.6971114626
Positive,magoo,-18.0190395575
Positive,implausibilities,-17.4340770568
Positive,tendency,-15.8491145561
Positive,solitary,-16.0190395575
Positive,limbs,-16.4340770568
Positive,solace,-17.0190395575
Positive,milked,-17.0190395575
Positive,toro,-15.6971114626
Positive,jim,-12.8292149987
Positive,troubles,-14.6971114626
Positive,sixties,-17.0190395575
Positive,attraction,-15.2116846355
Positive,creations,-15.5596079389
Positive,suspicion,-16.0190395575
Positive,dwarfs,-18.0190395575
Positive,suspension,-16.2116846355
Positive,troubled,-14.4954776015
Positive,decades,-13.8897565406
Positive,aliens,-11.963757122
Positive,limbo,-16.0190395575
Positive,twohour,-16.6971114626
Positive,conveying,-16.6971114626
Positive,thereby,-15.6971114626
Positive,allout,-16.4340770568
Positive,matches,-15.0190395575
Positive,smarter,-16.0190395575
Positive,insomnia,-18.0190395575
Positive,nation,-14.9315767163
Positive,records,-15.6971114626
Positive,compelled,-17.4340770568
Positive,lawrences,-18.0190395575
Positive,arriving,-15.5596079389
Positive,scorsese,-13.9315767163
Positive,twilight,-15.5596079389
Positive,malls,-17.0190395575
Positive,maintaining,-15.3185998394
Positive,matched,-16.4340770568
Positive,shouted,-17.4340770568
Positive,asianamerican,-16.6971114626
Positive,brody,-16.0190395575
Positive,establishing,-15.6971114626
Positive,fisherman,-17.4340770568
Positive,bowling,-15.1121489619
Positive,veins,-17.0190395575
Positive,quarter,-16.6971114626
Positive,eraserhead,-17.0190395575
Positive,quartet,-17.0190395575
Positive,nikkis,-17.0190395575
Positive,square,-15.4340770568
Positive,retrieve,-15.8491145561
Positive,lowkey,-15.2116846355
Positive,bursting,-16.6971114626
Positive,midlife,-16.0190395575
Positive,breakthrough,-15.4340770568
Positive,becky,-17.0190395575
Positive,entering,-15.4340770568
Positive,sexually,-15.6971114626
Positive,disasters,-16.4340770568
Positive,neighbourhood,-16.6971114626
Positive,briefcase,-17.0190395575
Positive,giddy,-15.6971114626
Positive,denouement,-16.4340770568
Positive,canvas,-16.0190395575
Positive,rounding,-16.0190395575
Positive,astray,-17.4340770568
Positive,lowlife,-16.6971114626
Positive,contained,-15.8491145561
Positive,investigation,-14.4340770568
Positive,trauma,-17.4340770568
Positive,internet,-14.6267221348
Positive,suggesting,-17.0190395575
Positive,formula,-13.9746454382
Positive,unnerving,-16.0190395575
Positive,plotting,-15.5596079389
Positive,prostitutes,-17.0190395575
Positive,siege,-14.8491145561
Positive,million,-12.790220867
Positive,seventh,-16.6971114626
Positive,possibility,-15.2116846355
Positive,loyalty,-15.3185998394
Positive,bumps,-16.6971114626
Positive,complicated,-14.1610585624
Positive,plea,-17.4340770568
Positive,grandma,-16.0190395575
Positive,mimi,-16.4340770568
Positive,exhusband,-17.0190395575
Positive,unnamed,-16.6971114626
Positive,remainder,-15.6971114626
Positive,marla,-16.6971114626
Positive,training,-14.9315767163
Positive,dunne,-15.5596079389
Positive,disguised,-16.4340770568
Positive,dunno,-17.4340770568
Positive,collapsing,-16.6971114626
Positive,punk,-16.4340770568
Positive,wrong,-11.9422239605
Positive,disguises,-16.4340770568
Positive,flanders,-15.2116846355
Positive,puns,-17.0190395575
Positive,quibble,-16.4340770568
Positive,steadicam,-18.0190395575
Positive,fanciful,-17.4340770568
Positive,neglect,-16.4340770568
Positive,jumbled,-17.4340770568
Positive,emotion,-13.8897565406
Positive,gunshot,-17.4340770568
Positive,henry,-13.041759634
Positive,saving,-13.4954776015
Positive,ignored,-14.8491145561
Positive,spoken,-14.3751833678
Positive,clause,-17.4340770568
Positive,potter,-15.6971114626
Positive,one,-7.83540417606
Positive,misfit,-18.0190395575
Positive,spanish,-15.0190395575
Positive,vote,-17.0190395575
Positive,chubby,-16.4340770568
Positive,tamara,-17.0190395575
Positive,open,-12.9966717445
Positive,ripping,-17.4340770568
Positive,city,-11.5927748028
Positive,wrath,-17.0190395575
Positive,soze,-16.2116846355
Positive,bite,-16.2116846355
Positive,structured,-16.4340770568
Positive,indicate,-16.6971114626
Positive,twenties,-16.6971114626
Positive,draft,-17.0190395575
Positive,stuffed,-16.4340770568
Positive,realization,-15.2116846355
Positive,drugstore,-16.6971114626
Positive,lingering,-16.6971114626
Positive,slasher,-14.4954776015
Positive,labors,-15.8491145561
Positive,shawn,-16.6971114626
Positive,proving,-15.2116846355
Positive,snatch,-16.2116846355
Positive,veers,-17.0190395575
Positive,devito,-15.4340770568
Positive,fooled,-16.4340770568
Positive,inventor,-18.0190395575
Positive,translate,-16.2116846355
Positive,iceberg,-15.4340770568
Positive,depressed,-15.5596079389
Positive,rival,-14.3185998394
Positive,rehab,-16.6971114626
Positive,future,-12.0532552729
Positive,glossy,-17.4340770568
Positive,sophie,-16.4340770568
Positive,counselor,-15.6971114626
Positive,wandering,-15.8491145561
Positive,damned,-15.5596079389
Positive,illness,-16.4340770568
Positive,san,-15.1121489619
Positive,nicer,-18.0190395575
Positive,sumptuous,-16.0190395575
Positive,generation,-13.5596079389
Positive,turned,-12.5760960617
Positive,locations,-15.8491145561
Positive,alley,-16.4340770568
Positive,sad,-13.7336373387
Positive,prestigious,-18.0190395575
Positive,tastes,-17.0190395575
Positive,fictional,-14.7711120441
Positive,lurking,-16.4340770568
Positive,allen,-13.2116846355
Positive,turner,-15.1121489619
Positive,capitalism,-17.0190395575
Positive,saw,-12.4954776015
Positive,elsewhere,-16.2116846355
Positive,zoe,-16.2116846355
Positive,wink,-16.6971114626
Positive,warriors,-15.4340770568
Positive,aside,-13.3751833678
Positive,instructed,-17.0190395575
Positive,note,-12.3608280748
Positive,intends,-17.0190395575
Positive,maintain,-14.6971114626
Positive,take,-10.4954776015
Positive,wanting,-15.0190395575
Positive,pimple,-16.4340770568
Positive,butterfly,-17.0190395575
Positive,ironically,-15.2116846355
Positive,murphy,-13.291119103
Positive,altered,-16.0190395575
Positive,opposite,-13.8897565406
Positive,keeps,-12.9105151008
Positive,eldest,-16.2116846355
Positive,palette,-16.2116846355
Positive,printed,-17.0190395575
Positive,remarks,-15.4340770568
Positive,knee,-17.4340770568
Positive,streetwise,-17.4340770568
Positive,inserted,-17.0190395575
Positive,pages,-16.0190395575
Positive,lawn,-18.0190395575
Positive,butterworth,-16.6971114626
Positive,montage,-15.5596079389
Positive,average,-13.2116846355
Positive,phil,-15.4340770568
Positive,constable,-17.4340770568
Positive,drive,-14.2116846355
Positive,toucha,-16.4340770568
Positive,managing,-17.0190395575
Positive,backdrop,-14.6971114626
Positive,axe,-17.0190395575
Positive,jittery,-16.6971114626
Positive,atlantic,-15.3185998394
Positive,salt,-16.4340770568
Positive,laws,-15.3185998394
Positive,delroy,-16.4340770568
Positive,madison,-16.2116846355
Positive,wynn,-18.0190395575
Positive,merit,-15.6971114626
Positive,bright,-13.8897565406
Positive,inconsistent,-16.4340770568
Positive,aggressive,-15.6971114626
Positive,imagined,-16.2116846355
Positive,slow,-12.9315767163
Positive,zahn,-16.4340770568
Positive,robs,-15.4340770568
Positive,aimlessly,-17.0190395575
Positive,liberation,-16.2116846355
Positive,tears,-14.3185998394
Positive,going,-10.6791895547
Positive,hockey,-17.4340770568
Positive,equipped,-16.6971114626
Positive,outrage,-16.4340770568
Positive,robe,-17.0190395575
Positive,posted,-16.6971114626
Positive,carolina,-16.6971114626
Positive,directed,-11.9210074746
Positive,guarded,-17.0190395575
Positive,novels,-15.2116846355
Positive,psychiatrist,-16.2116846355
Positive,assistant,-14.2116846355
Positive,freezing,-15.5596079389
Positive,cursing,-17.0190395575
Positive,simplistic,-16.0190395575
Positive,streak,-16.0190395575
Positive,murray,-14.5596079389
Positive,awaiting,-15.4340770568
Positive,morse,-15.5596079389
Positive,prime,-14.2116846355
Positive,undemanding,-18.0190395575
Positive,bestselling,-17.0190395575
Positive,pimp,-17.4340770568
Positive,artist,-13.291119103
Positive,hinges,-16.6971114626
Positive,borrow,-17.0190395575
Positive,worried,-15.1121489619
Positive,priest,-15.3185998394
Positive,roger,-13.4954776015
Positive,bombs,-16.4340770568
Positive,uncover,-16.0190395575
Positive,marred,-16.2116846355
Positive,where,-9.77586557406
Positive,vision,-13.5271864612
Positive,arrival,-14.6971114626
Positive,morose,-16.6971114626
Positive,lynchs,-15.3185998394
Positive,artistically,-17.0190395575
Positive,up,-8.74874423106
Positive,americanized,-17.0190395575
Positive,gangster,-14.2116846355
Positive,horned,-15.3185998394
Positive,impressions,-17.4340770568
Positive,surgery,-15.8491145561
Positive,fidelity,-14.8491145561
Positive,clips,-16.2116846355
Positive,enlightening,-16.6971114626
Positive,maturity,-15.4340770568
Positive,ostensibly,-16.4340770568
Positive,harvey,-15.0190395575
Positive,sites,-16.6971114626
Positive,goers,-16.2116846355
Positive,wests,-18.0190395575
Positive,affecting,-15.0190395575
Positive,enjoys,-15.4340770568
Positive,uh,-17.4340770568
Positive,caan,-16.4340770568
Positive,panache,-16.6971114626
Positive,jobs,-14.3751833678
Positive,tsui,-17.4340770568
Positive,vertical,-16.2116846355
Positive,provides,-12.9966717445
Positive,marvin,-17.0190395575
Positive,screen,-10.985616556
Positive,supermarket,-16.2116846355
Positive,clayton,-15.5596079389
Positive,concentrate,-16.4340770568
Positive,awards,-14.6971114626
Positive,selfproclaimed,-17.0190395575
Positive,lovingly,-15.2116846355
Positive,spark,-15.4340770568
Positive,undermine,-17.0190395575
Positive,deliciously,-15.1121489619
Positive,mans,-13.9315767163
Positive,farcical,-17.4340770568
Positive,many,-9.77348685128
Positive,matheson,-16.4340770568
Positive,millionaire,-14.4954776015
Positive,s,-11.5844113299
Positive,uniquely,-16.4340770568
Positive,kjv,-17.4340770568
Positive,concentrates,-15.5596079389
Positive,expression,-14.5596079389
Positive,mann,-15.8491145561
Positive,minime,-17.0190395575
Positive,stream,-17.0190395575
Positive,antz,-13.9315767163
Positive,ants,-15.2116846355
Positive,twin,-15.5596079389
Positive,comeback,-16.0190395575
Positive,crew,-12.5112449173
Positive,considers,-15.1121489619
Positive,boat,-14.0648432471
Positive,math,-16.2116846355
Positive,caring,-14.5596079389
Positive,better,-10.7475765296
Positive,combines,-15.2116846355
Positive,teddy,-15.8491145561
Positive,stretch,-14.4340770568
Positive,west,-14.1121489619
Positive,vacation,-15.2116846355
Positive,breath,-15.0190395575
Positive,raging,-14.4340770568
Positive,combined,-14.7711120441
Positive,motives,-14.8491145561
Positive,crawford,-16.6971114626
Positive,hilarity,-15.5596079389
Positive,wants,-11.4265825203
Positive,enable,-16.6971114626
Positive,influence,-14.4954776015
Positive,thousand,-14.7711120441
Positive,formed,-16.0190395575
Positive,sincerely,-16.6971114626
Positive,readings,-16.4340770568
Positive,fellini,-15.4340770568
Positive,photos,-15.6971114626
Positive,rooftops,-18.0190395575
Positive,observe,-16.4340770568
Positive,former,-12.8095861919
Positive,missions,-16.4340770568
Positive,isabella,-16.2116846355
Positive,profane,-17.4340770568
Positive,isabelle,-16.2116846355
Positive,consultant,-17.4340770568
Positive,single,-12.4340770568
Positive,hayes,-17.4340770568
Positive,dario,-16.0190395575
Positive,rylance,-16.2116846355
Positive,overcome,-14.4954776015
Positive,hayek,-15.6971114626
Positive,newspaper,-15.2116846355
Positive,situation,-12.790220867
Positive,endured,-16.0190395575
Positive,spotlight,-15.3185998394
Positive,penthouse,-17.0190395575
Positive,ive,-11.5514340075
Positive,unlikeable,-18.0190395575
Positive,thatll,-16.0190395575
Positive,shepard,-16.4340770568
Positive,brow,-16.2116846355
Positive,engaged,-14.4954776015
Positive,dubious,-16.6971114626
Positive,blah,-16.4340770568
Positive,engages,-16.0190395575
Positive,technology,-13.7336373387
Positive,ivy,-17.4340770568
Positive,missiles,-16.2116846355
Positive,rooting,-14.9315767163
Positive,threatens,-14.7711120441
Positive,perpetually,-15.3185998394
Positive,helpfully,-17.4340770568
Positive,surveillance,-17.4340770568
Positive,mobster,-15.5596079389
Positive,interact,-15.4340770568
Positive,lovers,-14.4340770568
Positive,damon,-13.08830222
Positive,mccormack,-16.2116846355
Positive,breakdown,-14.3751833678
Positive,visually,-13.5596079389
Positive,wires,-18.0190395575
Positive,assigns,-17.0190395575
Positive,deft,-15.5596079389
Positive,krippendorf,-17.0190395575
Positive,nononsense,-16.6971114626
Positive,cheers,-16.6971114626
Positive,tolan,-18.0190395575
Positive,domineering,-16.4340770568
Positive,edges,-16.6971114626
Positive,barber,-15.8491145561
Positive,tracking,-16.4340770568
Positive,pacino,-15.1121489619
Positive,fflewdurr,-15.6971114626
Positive,vacant,-16.4340770568
Positive,pacing,-14.3751833678
Positive,costs,-15.5596079389
Positive,trains,-16.0190395575
Positive,grumpy,-16.2116846355
Positive,dimension,-15.3185998394
Positive,scholarship,-18.0190395575
Positive,summer,-12.2775725711
Positive,recycles,-17.4340770568
Positive,being,-9.87948820514
Positive,slime,-17.4340770568
Positive,rest,-11.6011870426
Positive,eager,-14.3751833678
Positive,recycled,-16.6971114626
Positive,fateful,-16.2116846355
Positive,summed,-16.6971114626
Positive,weekly,-15.4340770568
Positive,occasional,-14.4954776015
Positive,grounded,-16.6971114626
Positive,instrument,-17.0190395575
Positive,prominently,-17.4340770568
Positive,dicks,-18.0190395575
Positive,broadbent,-17.0190395575
Positive,skies,-17.0190395575
Positive,aspects,-13.5596079389
Positive,around,-10.6181601213
Positive,sums,-16.4340770568
Positive,gestures,-15.8491145561
Positive,traffic,-16.4340770568
Positive,darn,-15.0190395575
Positive,world,-9.99389999526
Positive,postal,-16.0190395575
Positive,vague,-15.2116846355
Positive,dare,-14.8491145561
Positive,sensational,-16.4340770568
Positive,stranger,-15.0190395575
Positive,schools,-15.5596079389
Positive,clad,-17.0190395575
Positive,inexplicably,-16.4340770568
Positive,discarded,-17.0190395575
Positive,clay,-16.2116846355
Positive,beverly,-15.4340770568
Positive,claw,-18.0190395575
Positive,satisfactory,-17.0190395575
